service,subservice_name,subservice_charge,city_name,country_name,source
ac_service_repair,Deep clean AC service (split),['₹699'],ahmedabad,India,UrbanCompany
ac_service_repair,Window AC Uninstallation,['₹399'],ahmedabad,India,UrbanCompany
ac_service_repair,Split AC Uninstallation,['₹649'],ahmedabad,India,UrbanCompany
ac_service_repair,Window AC Installation,['₹799'],ahmedabad,India,UrbanCompany
ac_service_repair,Split AC Installation,['₹1999'],ahmedabad,India,UrbanCompany
ac_service_repair,"1 meter copper pipe set (with insulation, wire)",['₹900'],ahmedabad,India,UrbanCompany
ac_service_repair,Split AC Wall stand,['₹550'],ahmedabad,India,UrbanCompany
ac_service_repair,Outdoor unit reinstalled,['₹799'],ahmedabad,India,UrbanCompany
ac_service_repair,Indoor unit reinstalled,['₹699'],ahmedabad,India,UrbanCompany
ac_service_repair,Drain pipe (1m),['₹100'],ahmedabad,India,UrbanCompany
ac_service_repair,Fastner complete set,['₹200'],ahmedabad,India,UrbanCompany
ac_service_repair,Floor stand,['₹750'],ahmedabad,India,UrbanCompany
ac_service_repair,Universal back plate,['₹300'],ahmedabad,India,UrbanCompany
ac_service_repair,Water Leakage Repaired- Window AC,['₹449'],ahmedabad,India,UrbanCompany
ac_service_repair,Water Leakage Repaired- Split AC,['₹599'],ahmedabad,India,UrbanCompany
ac_service_repair,Adjust Grill Locks,"['₹0', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Adjust pipe and tight compressor screw,"['₹0', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Connector wires replaced (1m),"['₹100', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Tighten/ Replace Thimble,"['₹50', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Water tray,"['₹500', '₹200 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Sleeves (per piece),['₹50'],ahmedabad,India,UrbanCompany
ac_service_repair,Stabilizer repair,['₹1500'],ahmedabad,India,UrbanCompany
ac_service_repair,AC fan blade,"['₹700', '₹499 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Grill Cover,"['₹1500', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Swing blade replaced,"['₹400', '₹349 (Labour)']",ahmedabad,India,UrbanCompany
ac_service_repair,Universal remote,['₹800'],ahmedabad,India,UrbanCompany
ac_service_repair,Compressor grommets set,['₹299'],ahmedabad,India,UrbanCompany
ac_service_repair,Rubber washer (1 pc),['₹50'],ahmedabad,India,UrbanCompany
microwave_repair,Magnetron 4 fins,"['₹1499', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,HV Capacitor,"['₹600', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Grill Heater,"['₹750', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Smart oven Grill Heater,"['₹1750', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,HV Diode,"['₹400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Magnetron 6 Fins,"['₹1600', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Magnetron 5 Fins,"['₹1599', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,HV Transformer,"['₹1900', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Convection Heater,"['₹860', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Fan Motor,"['₹850', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Turn Table Motor,"['₹600', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Roller,"['₹300', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Bulb Holder,"['₹90', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Door Latch,"['₹550', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Power Cord,"['₹400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Mica Sheet,"['₹350', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Coupler,"['₹230', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Fan Blade Metal,"['₹400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Door Switch,"['₹450', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Glass Turn table,"['₹810', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Power 3 Pin Plug Top,"['₹170', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Door Hing,"['₹400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Timer Knob,"['₹120', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Fan Blade,"['₹120', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Selector Switch,"['₹630', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,HV Fuse,"['₹300', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,PCB New,"['₹1900', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,LVT,"['₹630', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Fuse 5 / 15 Amp,"['₹60', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Switch Membrane / Key Pad Repair,"['₹1500', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Thermal Cut Off (TCO),"['₹400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Timer,"['₹1000', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Cavity sensor,"['₹630', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,PCB Repair,"['₹1400', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
microwave_repair,Bulb,"['₹170', '₹299 (Labour)']",ahmedabad,India,UrbanCompany
electricians,AC switchbox installation,['₹369'],ahmedabad,India,UrbanCompany
electricians,Switchboard installation,['₹279'],ahmedabad,India,UrbanCompany
electricians,Switchboard repair,['₹110'],ahmedabad,India,UrbanCompany
electricians,Switch/socket replacement,['₹109'],ahmedabad,India,UrbanCompany
electricians,Fan Coil Repair,['₹449'],ahmedabad,India,UrbanCompany
electricians,Ceiling fan regulator replacement,['₹99'],ahmedabad,India,UrbanCompany
electricians,Decorative ceiling fan installation,['₹469'],ahmedabad,India,UrbanCompany
electricians,Ceiling Fan Installation,['₹139'],ahmedabad,India,UrbanCompany
electricians,Fan repair,['₹199'],ahmedabad,India,UrbanCompany
electricians,Fan replacement,['₹239'],ahmedabad,India,UrbanCompany
electricians,Fan uninstallation,['₹109'],ahmedabad,India,UrbanCompany
electricians,Decorative Lights Uninstallation (per 5m),['₹69'],ahmedabad,India,UrbanCompany
electricians,Lights Uninstallation (per 20 m),['₹99'],ahmedabad,India,UrbanCompany
electricians,Decorative Lights Installation (per 5m),['₹149'],ahmedabad,India,UrbanCompany
electricians,Decorative Lights Installation (per 10m),['₹229'],ahmedabad,India,UrbanCompany
electricians,Decorative Lights Installation (per 15m),['₹309'],ahmedabad,India,UrbanCompany
electricians,Lantern Installation,['₹168'],ahmedabad,India,UrbanCompany
electricians,Bulb Holder Installation,['₹110'],ahmedabad,India,UrbanCompany
electricians,Bulbs installation (upto 5 bulbs),['₹129'],ahmedabad,India,UrbanCompany
electricians,Bulb holder installation,['₹109'],ahmedabad,India,UrbanCompany
electricians,Decorative light & bed lamp installation,['₹209'],ahmedabad,India,UrbanCompany
electricians,Tubelight Installation/Repair,['₹119'],ahmedabad,India,UrbanCompany
electricians,Replace CFL to LED,['₹169'],ahmedabad,India,UrbanCompany
electricians,Chandelier installation (upto 6 bulbs),['₹549'],ahmedabad,India,UrbanCompany
electricians,Chandelier installation (more than 6 bulbs),['₹1099'],ahmedabad,India,UrbanCompany
electricians,Double Pole MCB Installation,['₹150'],ahmedabad,India,UrbanCompany
electricians,Four Pole MCB Installation,['₹299'],ahmedabad,India,UrbanCompany
electricians,Triple Pole MCB Installation,['₹239'],ahmedabad,India,UrbanCompany
electricians,3 Phase Changeover Switch Installation,['₹319'],ahmedabad,India,UrbanCompany
electricians,3 Phase changeover switch installation,['₹369'],ahmedabad,India,UrbanCompany
electricians,MCB fuse replacement,['₹109'],ahmedabad,India,UrbanCompany
electricians,Single pole MCB installation,['₹119'],ahmedabad,India,UrbanCompany
electricians,Sub meter installation,['₹319'],ahmedabad,India,UrbanCompany
electricians,Inverter PCB Card Replacement,['₹269'],ahmedabad,India,UrbanCompany
electricians,Single battery inverter installation,['₹485'],ahmedabad,India,UrbanCompany
electricians,Double battery inverter installation,['₹575'],ahmedabad,India,UrbanCompany
electricians,Inverter fuse replacement,['₹129'],ahmedabad,India,UrbanCompany
electricians,Inverter servicing,['₹249'],ahmedabad,India,UrbanCompany
electricians,Stabilizer installation,['₹179'],ahmedabad,India,UrbanCompany
electricians,Geyser Installation,['₹565'],ahmedabad,India,UrbanCompany
electricians,Geyser Uninstallation,['₹369'],ahmedabad,India,UrbanCompany
electricians,TV installation (up to 48 inches),['₹599'],ahmedabad,India,UrbanCompany
electricians,TV installation (above 48 inches),['₹750'],ahmedabad,India,UrbanCompany
electricians,TV uninstallation,['₹189'],ahmedabad,India,UrbanCompany
electricians,Mini home theater installation,['₹319'],ahmedabad,India,UrbanCompany
electricians,Stabilizer installation,['₹179'],ahmedabad,India,UrbanCompany
electricians,New internal wiring (per 5m),['₹239'],ahmedabad,India,UrbanCompany
electricians,New wiring with casing (per 5m),['₹350'],ahmedabad,India,UrbanCompany
electricians,New wiring without casing (per 5m),['₹109'],ahmedabad,India,UrbanCompany
electricians,Door bell installation,['₹89'],ahmedabad,India,UrbanCompany
electricians,Door bell replacement,['₹89'],ahmedabad,India,UrbanCompany
electricians,Room heater repair,['₹309'],ahmedabad,India,UrbanCompany
electricians,Material Procurement Charges,['₹59'],ahmedabad,India,UrbanCompany
plumbers,Waste pipe leakage,['₹139'],ahmedabad,India,UrbanCompany
plumbers,Wash Basin Leakage Repair,['₹169'],ahmedabad,India,UrbanCompany
plumbers,Wash basin installation,['₹459'],ahmedabad,India,UrbanCompany
plumbers,Minor fittings installation,['₹148'],ahmedabad,India,UrbanCompany
plumbers,Shower installation (ceiling mounted),['₹209'],ahmedabad,India,UrbanCompany
plumbers,Shower installation (wall mounted/ hand-held),['₹159'],ahmedabad,India,UrbanCompany
plumbers,Balcony drain blockage removal,['₹309'],ahmedabad,India,UrbanCompany
plumbers,Wash basin blockage removal,['₹209'],ahmedabad,India,UrbanCompany
plumbers,Drainage pipe blockage removal,['₹409'],ahmedabad,India,UrbanCompany
plumbers,Hot & cold water mixer installation,['₹449'],ahmedabad,India,UrbanCompany
plumbers,Hot & cold water mixer repair,['₹299'],ahmedabad,India,UrbanCompany
plumbers,Tap installation,['₹129'],ahmedabad,India,UrbanCompany
plumbers,Tap repair,['₹139'],ahmedabad,India,UrbanCompany
plumbers,Tap replacement,['₹139'],ahmedabad,India,UrbanCompany
plumbers,Water saving nozzle,['₹139'],ahmedabad,India,UrbanCompany
plumbers,2 in 1 bib tap (Low Quality),['₹715'],ahmedabad,India,UrbanCompany
plumbers,Flush tank repair (concealed),['₹299'],ahmedabad,India,UrbanCompany
plumbers,Flush tank repair (external - PVC),['₹169'],ahmedabad,India,UrbanCompany
plumbers,Flush tank replacement,['₹549'],ahmedabad,India,UrbanCompany
plumbers,Indian toilet installation,['₹1699'],ahmedabad,India,UrbanCompany
plumbers,Toilet seat cover,['₹148'],ahmedabad,India,UrbanCompany
plumbers,Jet Spray (Installation/ Repair),['₹139'],ahmedabad,India,UrbanCompany
plumbers,Western toilet installation (floor mounted),['₹1499'],ahmedabad,India,UrbanCompany
plumbers,Western toilet repair (floor mounted),['₹799'],ahmedabad,India,UrbanCompany
plumbers,Floor mounted western toilet replacement,['₹1699'],ahmedabad,India,UrbanCompany
plumbers,Western toilet installation (wall mounted),['₹1799'],ahmedabad,India,UrbanCompany
plumbers,Wall mounted western toilet replacement,['₹2200'],ahmedabad,India,UrbanCompany
plumbers,Overhead tank installation (upto 500L),['₹649'],ahmedabad,India,UrbanCompany
plumbers,Overhead tank installation (500L-2000L),['₹1199'],ahmedabad,India,UrbanCompany
plumbers,Overhead Tank Overflow,['₹169'],ahmedabad,India,UrbanCompany
plumbers,Pipeline leakage repair,['₹309'],ahmedabad,India,UrbanCompany
plumbers,Overhead tank cleaning (upto 1000L),['₹999'],ahmedabad,India,UrbanCompany
plumbers,Overhead tank cleaning (1000L- 2000L),['₹1199'],ahmedabad,India,UrbanCompany
plumbers,Underground tank cleaning (1000L-1500L),['₹1299'],ahmedabad,India,UrbanCompany
plumbers,Underground tank cleaning (1500L-3000L),['₹1699'],ahmedabad,India,UrbanCompany
plumbers,Water meter installation,['₹399'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Capacitor Repair or Replace,['₹119'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Seal,['₹169'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Valve Replacement,['₹119'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Impeller,['₹749'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Bearings Replacement,['₹449'],ahmedabad,India,UrbanCompany
plumbers,Motor Repair - Winding,['₹599'],ahmedabad,India,UrbanCompany
plumbers,Motor installation,['₹449'],ahmedabad,India,UrbanCompany
plumbers,Motor air cavity removal,['₹148'],ahmedabad,India,UrbanCompany
plumbers,Motor replacement,['₹549'],ahmedabad,India,UrbanCompany
plumbers,Extension Nipple Repair,['₹99'],ahmedabad,India,UrbanCompany
plumbers,Material Procurement Charges,['₹59'],ahmedabad,India,UrbanCompany
plumbers,Water Diverter Repair,['₹219'],ahmedabad,India,UrbanCompany
plumbers,Connection hose installation,['₹139'],ahmedabad,India,UrbanCompany
plumbers,Drain cover installation,['₹168'],ahmedabad,India,UrbanCompany
plumbers,Washing machine inlet installation,['₹200'],ahmedabad,India,UrbanCompany
ac_service_repair,Non-Inverter PCB repaired,['₹1500'],bangalore,India,UrbanCompany
ac_service_repair,Inverter PCB repaired,['₹4000'],bangalore,India,UrbanCompany
ac_service_repair,Replace LVT,"['₹900', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Capacitor 2-5 mfd,"['₹250', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Capacitor 10-25 mfd,"['₹400', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Capacitor 35-50 mfd,"['₹400', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Capacitor 50-60 mfd,"['₹400', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Replace sensor,"['₹350', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Contactor replaced,"['₹500', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Contactor Daikin/ O-General,"['₹1500', '₹449 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Convert PCB with remote,['₹1500'],bangalore,India,UrbanCompany
ac_service_repair,Gas Charging,['₹2500'],bangalore,India,UrbanCompany
ac_service_repair,Flair nut replaced,['₹150'],bangalore,India,UrbanCompany
ac_service_repair,Cooling / Condenser Coil repair,['₹500'],bangalore,India,UrbanCompany
ac_service_repair,Copper Coil Condensor 1 ton Split,['₹3500'],bangalore,India,UrbanCompany
ac_service_repair,Copper Coil Condensor 1.5 ton Split,['₹4000'],bangalore,India,UrbanCompany
ac_service_repair,Copper Coil Condensor 2 ton Split,['₹4500'],bangalore,India,UrbanCompany
ac_service_repair,Service valve replaced (1 Pc),['₹400'],bangalore,India,UrbanCompany
ac_service_repair,Copper Cooling Coil (Split AC),['₹6000'],bangalore,India,UrbanCompany
ac_service_repair,Capillary and filter replaced,['₹350'],bangalore,India,UrbanCompany
ac_service_repair,Compressor 0.8-1 ton,['₹6500'],bangalore,India,UrbanCompany
ac_service_repair,Compressor 1.5 ton,['₹7500'],bangalore,India,UrbanCompany
ac_service_repair,Compressor 2 ton,['₹9200'],bangalore,India,UrbanCompany
ac_service_repair,Expansion valve replaced,['₹1200'],bangalore,India,UrbanCompany
ac_service_repair,Dead nut (1 pc),['₹50'],bangalore,India,UrbanCompany
ac_service_repair,U Band replaced (1 pc),['₹50'],bangalore,India,UrbanCompany
ac_service_repair,Pin Valve for window AC,['₹50'],bangalore,India,UrbanCompany
ac_service_repair,Copper Cooling Coil (Window AC),['₹4500'],bangalore,India,UrbanCompany
ac_service_repair,Fan motor outdoor,"['₹1800', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Blower motor replaced,"['₹2200', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Blower replaced,"['₹1100', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Replace Flap/Swing Motor,"['₹400', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Deep clean AC service (window),['₹549'],bangalore,India,UrbanCompany
ac_service_repair,Deep clean AC service (split),['₹649'],bangalore,India,UrbanCompany
ac_service_repair,Window AC Uninstallation,['₹399'],bangalore,India,UrbanCompany
ac_service_repair,Split AC Uninstallation,['₹999'],bangalore,India,UrbanCompany
ac_service_repair,Window AC Installation,['₹799'],bangalore,India,UrbanCompany
ac_service_repair,Split AC Installation,['₹1999'],bangalore,India,UrbanCompany
ac_service_repair,"1 meter copper pipe set (with insulation, wire)",['₹900'],bangalore,India,UrbanCompany
ac_service_repair,Split AC Wall stand,['₹550'],bangalore,India,UrbanCompany
ac_service_repair,Outdoor unit reinstalled,['₹799'],bangalore,India,UrbanCompany
ac_service_repair,Indoor unit reinstalled,['₹699'],bangalore,India,UrbanCompany
ac_service_repair,Drain pipe (1m),['₹100'],bangalore,India,UrbanCompany
ac_service_repair,Fastner complete set,['₹200'],bangalore,India,UrbanCompany
ac_service_repair,Floor stand,['₹750'],bangalore,India,UrbanCompany
ac_service_repair,Universal back plate,['₹300'],bangalore,India,UrbanCompany
ac_service_repair,Water Leakage Repaired- Window AC,['₹449'],bangalore,India,UrbanCompany
ac_service_repair,Water Leakage Repaired- Split AC,['₹599'],bangalore,India,UrbanCompany
ac_service_repair,Adjust Grill Locks,"['₹0', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Adjust pipe and tight compressor screw,"['₹0', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Connector wires replaced (1m),"['₹100', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Tighten/ Replace Thimble,"['₹50', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Water tray,"['₹500', '₹200 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Sleeves (per piece),['₹50'],bangalore,India,UrbanCompany
ac_service_repair,Stabilizer repair,['₹1500'],bangalore,India,UrbanCompany
ac_service_repair,AC fan blade,"['₹700', '₹499 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Grill Cover,"['₹1500', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Swing blade replaced,"['₹400', '₹349 (Labour)']",bangalore,India,UrbanCompany
ac_service_repair,Universal remote,['₹800'],bangalore,India,UrbanCompany
ac_service_repair,Compressor grommets set,['₹299'],bangalore,India,UrbanCompany
ac_service_repair,Rubber washer (1 pc),['₹50'],bangalore,India,UrbanCompany
microwave_repair,Magnetron 4 fins,"['₹1300', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,HV Capacitor,"['₹700', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Grill Heater,"['₹750', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Smart oven Grill Heater,"['₹1750', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,HV Diode,"['₹350', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Magnetron 6 Fins,"['₹1800', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Magnetron 5 Fins,"['₹1640', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,HV Transformer,"['₹1900', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Convection Heater,"['₹860', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Fan Motor,"['₹900', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Turn Table Motor,"['₹700', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Roller,"['₹300', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Bulb Holder,"['₹90', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Door Latch,"['₹630', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Power Cord,"['₹400', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Mica Sheet,"['₹350', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Coupler,"['₹250', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Fan Blade Metal,"['₹400', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Door Switch,"['₹350', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Glass Turn table,"['₹750', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Power 3 Pin Plug Top,"['₹170', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Door Hing,"['₹400', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Timer Knob,"['₹120', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Fan Blade,"['₹120', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Selector Switch,"['₹630', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,HV Fuse,"['₹350', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,PCB New,"['₹2300', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,LVT,"['₹550', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Fuse 5 / 15 Amp,"['₹50', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Switch Membrane / Key Pad Repair,"['₹1700', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Thermal Cut Off (TCO),"['₹400', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Timer,"['₹1000', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Cavity sensor,"['₹500', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,PCB Repair,"['₹1500', '₹299 (Labour)']",bangalore,India,UrbanCompany
microwave_repair,Bulb,"['₹200', '₹299 (Labour)']",bangalore,India,UrbanCompany
electricians,AC switchbox installation,['₹369'],bangalore,India,UrbanCompany
electricians,Switchboard installation,['₹279'],bangalore,India,UrbanCompany
electricians,Switchboard repair,['₹110'],bangalore,India,UrbanCompany
electricians,Switch/socket replacement,['₹109'],bangalore,India,UrbanCompany
electricians,Fan Coil Repair,['₹449'],bangalore,India,UrbanCompany
electricians,Ceiling fan regulator replacement,['₹99'],bangalore,India,UrbanCompany
electricians,Decorative ceiling fan installation,['₹469'],bangalore,India,UrbanCompany
electricians,Ceiling Fan Installation,['₹139'],bangalore,India,UrbanCompany
electricians,Fan repair,['₹199'],bangalore,India,UrbanCompany
electricians,Fan replacement,['₹239'],bangalore,India,UrbanCompany
electricians,Fan uninstallation,['₹148'],bangalore,India,UrbanCompany
electricians,Decorative Lights Uninstallation (per 5m),['₹69'],bangalore,India,UrbanCompany
electricians,Lights Uninstallation (per 20 m),['₹99'],bangalore,India,UrbanCompany
electricians,Decorative Lights Installation (per 5m),['₹119'],bangalore,India,UrbanCompany
electricians,Decorative Lights Installation (per 10m),['₹219'],bangalore,India,UrbanCompany
electricians,Decorative Lights Installation (per 15m),['₹299'],bangalore,India,UrbanCompany
electricians,Lantern Installation,['₹148'],bangalore,India,UrbanCompany
electricians,Bulb Holder Installation,['₹110'],bangalore,India,UrbanCompany
electricians,Bulbs installation (upto 5 bulbs),['₹139'],bangalore,India,UrbanCompany
electricians,Bulb holder installation,['₹119'],bangalore,India,UrbanCompany
electricians,Decorative light & bed lamp installation,['₹219'],bangalore,India,UrbanCompany
electricians,Tubelight Installation/Repair,['₹129'],bangalore,India,UrbanCompany
